timestamp(ms),tracked,camPosX,camPosY,camPosZ,camRotX,camRotY,camRotZ,gazePosX,gazePosY,gazePosZ,gazeRotX,gazeRotY,gazeRotZ
4161.4519,True,-4.452508,3.084386,2.819913,7.457897,180.3477,358.441,0.001208954,0.0007680893,0.02572214,7.622565,177.3197,141.3005
4178.7844,True,-4.452348,3.08446,2.819965,7.447866,180.2678,358.3763,0.001247841,0.0007105102,0.02579781,7.784391,176.7671,134.9449
4196.8444,True,-4.452347,3.084507,2.820485,7.423586,180.1606,358.6423,0.001278625,0.0006235657,0.02571844,7.922477,177.2189,141.3638
4209.9892,True,-4.452201,3.084664,2.820463,7.392637,180.1084,358.6748,0.0012855,0.0005674362,0.02562849,7.703288,177.1686,139.686
4224.6844,True,-4.452049,3.084793,2.820935,7.398812,179.9235,358.9282,0.001302406,0.000509285,0.02561687,7.545137,177.2465,139.948
4238.6431,True,-4.451941,3.084391,2.819839,7.510155,179.8995,358.7772,0.001310936,0.0003600769,0.02559839,7.612324,177.3626,141.8268
4251.9925,True,-4.451644,3.083978,2.819832,7.646145,179.8392,358.8717,0.00135099,0.0002520523,0.02571893,7.873836,177.2289,141.2719
4265.2823,True,-4.451005,3.08353,2.820984,7.668434,179.4814,359.0016,0.001355393,0.0003178787,0.02583028,7.925362,177.2486,141.7599
4278.3724,True,-4.450846,3.083764,2.820497,7.405563,179.4549,358.8313,0.001375626,0.0004741211,0.02600108,7.686498,177.8328,148.5493
4292.5505,True,-4.450526,3.083522,2.820653,7.26527,179.3741,358.9695,0.00132251,0.0003083878,0.02593507,7.508521,177.9421,149.385
4304.5267,True,-4.450338,3.083208,2.820522,7.19666,179.142,359.0291,0.001300613,0.0002227402,0.02602196,7.85453,178.0105,151.6119
4317.5393,True,-4.450054,3.082985,2.820669,7.28172,178.9427,359.0413,0.001193634,-0.0001600647,0.02644897,2.271531,178.2835,105.8492
4330.4467,True,-4.44958,3.082383,2.820924,7.449602,178.5417,359.0858,0.001116463,-0.0004644775,0.02638108,357.1819,178.0586,249.1205
4345.4124,True,-4.449757,3.082039,2.821045,7.54282,178.694,359.1982,0.0009725723,-0.001136017,0.02634445,351.219,178.7419,196.2761
4358.9229,True,-4.449748,3.081589,2.821176,7.718406,178.6187,359.209,0.0009118805,-0.001309807,0.02626457,350.4697,179.0679,191.146
4376.365,True,-4.449874,3.081083,2.821344,7.887364,178.6171,359.1401,0.0008359528,-0.001369148,0.02630473,349.9405,179.161,189.5107
4389.5467,True,-4.450065,3.079541,2.821755,8.312046,178.5404,359.0781,0.0008022385,-0.001374756,0.02632923,350.2115,178.9861,191.7994
4404.5093,True,-4.450031,3.079515,2.821825,8.326849,178.5185,359.0328,0.0007931823,-0.00137114,0.02629615,350.5071,179.1136,190.6451
4416.5981,True,-4.450054,3.079058,2.821899,8.480408,178.4915,359.0139,0.000778923,-0.001348862,0.0262914,350.6709,179.1069,190.9126
4429.1337,True,-4.450127,3.078609,2.822017,8.681129,178.508,359.0139,0.000751976,-0.001341057,0.02628401,350.8576,179.3612,187.9768
4442.283,True,-4.450049,3.077262,2.822471,9.273247,178.4484,358.9215,0.0007381363,-0.001345589,0.02628216,350.9068,179.3593,188.0435
4455.7608,True,-4.449985,3.077196,2.822486,9.313603,178.4062,358.8465,0.0007153778,-0.001370796,0.02626114,351.312,179.4664,187.0159
4469.3302,True,-4.449836,3.076724,2.822547,9.507238,178.3287,358.756,0.0006725235,-0.001391182,0.02617745,351.2379,179.2643,189.5808
4483.2412,True,-4.449757,3.076313,2.822546,9.683008,178.2754,358.7682,0.000653656,-0.001369614,0.0261791,351.0821,179.6132,184.957
4496.5222,True,-4.44973,3.075958,2.822649,9.837874,178.2638,358.7599,0.0006175537,-0.001268089,0.02627668,351.5504,179.6369,184.9129
4510.5035,True,-4.449697,3.074744,2.822968,10.26037,178.2103,358.6999,0.000576622,-0.001243362,0.02625381,351.6146,179.4573,187.393
4522.4737,True,-4.449744,3.074722,2.822978,10.28059,178.2231,358.6653,0.0005645218,-0.00124173,0.02628317,351.8664,179.6235,185.2914
4534.4429,True,-4.449696,3.074248,2.823171,10.47294,178.2102,358.6429,0.0005613022,-0.001247276,0.02629746,351.8304,179.6245,185.2542
4549.4015,True,-4.449772,3.073522,2.823395,10.77277,178.2326,358.6372,0.0005581818,-0.001263413,0.02631416,351.9754,179.5152,186.904
4561.3698,True,-4.449892,3.072729,2.823671,11.07611,178.2719,358.6175,0.0005369797,-0.001274666,0.02632844,352.5149,179.357,189.8065
4575.3712,True,-4.450133,3.071819,2.823905,11.42505,178.3471,358.542,0.0004983749,-0.001217667,0.02644776,352.8681,179.1078,194.2441
4588.603,True,-4.450806,3.068964,2.824636,12.505,178.5808,358.3228,0.0004839325,-0.001286209,0.02621603,352.8667,179.2452,192.0654
4601.5979,True,-4.450981,3.068352,2.824695,12.69666,178.6998,358.2492,0.0004478226,-0.001309906,0.0261309,353.2239,178.9757,197.1725
4613.5363,True,-4.451244,3.066786,2.824889,13.27181,178.9007,358.132,0.0004344177,-0.001300484,0.02613856,353.6321,179.1241,195.6486
4628.4972,True,-4.451647,3.065181,2.825075,13.87037,179.1307,357.9844,0.0004249802,-0.001205101,0.02621912,354.281,179.083,198.2049
4640.4649,True,-4.451947,3.063558,2.825152,14.43825,179.3745,357.8211,0.0004450302,-0.00114238,0.02625883,354.8853,178.9438,203.3214
4653.4305,True,-4.453156,3.059067,2.825397,16.07015,180.0479,357.3252,0.0002927551,-0.001282593,0.02614558,352.525,180.7204,169.0065
4666.8247,True,-4.453147,3.059074,2.825182,16.07565,180.1107,357.2608,0.0001419754,-0.001368156,0.02618181,349.6732,183.1129,146.5278
4681.2671,True,-4.453598,3.057509,2.825002,16.66711,180.4268,357.0624,2.072906E-05,-0.001423248,0.02617846,347.485,184.1687,143.2758
4695.2307,True,-4.454151,3.055811,2.824887,17.27242,180.7579,356.9285,3.585815E-05,-0.001353149,0.02635661,348.8645,183.6979,143.3549
4707.1988,True,-4.454613,3.05414,2.824685,17.83341,181.0698,356.8425,6.664276E-05,-0.001249145,0.02649226,348.5798,183.3386,147.502
4720.3508,True,-4.45602,3.049455,2.824108,19.42582,181.9732,356.6046,0.000158432,-0.001027306,0.02656246,350.2948,182.5302,150.8381
4734.0217,True,-4.455996,3.049811,2.824028,19.32668,181.9462,356.6749,0.0002855835,-0.0005912857,0.02696175,348.8805,182.5309,154.4285
4747.9837,False,-4.456345,3.048835,2.823729,19.7196,182.1863,356.6028,0,0,0,0,0,0
4761.2803,False,-4.456661,3.047852,2.82335,20.1112,182.4261,356.5077,0,0,0,0,0,0
4773.2485,False,-4.457066,3.046785,2.823072,20.54535,182.6771,356.4118,0,0,0,0,0,0
4786.2139,False,-4.458364,3.04343,2.822341,21.82485,183.4745,356.1881,0,0,0,0,0,0
4799.6858,False,-4.458396,3.043534,2.822271,21.76138,183.4666,356.2328,0,0,0,0,0,0
4811.6531,False,-4.45987,3.040518,2.821333,22.80332,184.209,356.1501,0,0,0,0,0,0
4827.6113,False,-4.460834,3.038968,2.820299,23.3523,184.5741,356.1503,0,0,0,0,0,0
4851.5474,True,-4.462173,3.037408,2.819207,24.04092,184.9732,356.1734,-5.001068E-05,-0.0007128525,0.02662221,351.0804,186.2818,109.7433
4873.4888,True,-4.463463,3.035809,2.817909,24.71967,185.4969,356.1636,-4.623413E-05,-0.0007909775,0.02652436,351.1911,186.1362,110.333
4895.4301,True,-4.464943,3.034411,2.816492,25.25483,185.9203,356.267,3.469086E-05,-0.0007668152,0.02654308,352.5626,185.6873,105.2225
4916.3738,True,-4.466072,3.032784,2.814919,25.81267,186.3244,356.228,6.783295E-05,-0.0007703705,0.02657036,353.2023,185.312,104.0144
4939.3128,True,-4.467691,3.031246,2.813229,26.36633,186.9661,356.3593,6.674194E-05,-0.0007827301,0.02651604,354.1657,184.8714,100.2938
4962.2514,True,-4.469312,3.03002,2.811382,26.83019,187.6166,356.5794,0.0001061249,-0.0008031769,0.0263605,354.1595,184.5459,104.2288
4984.1919,True,-4.470563,3.028908,2.809503,27.33915,188.0482,356.7436,0.0002264175,-0.0007807465,0.02629976,354.2805,184.0367,109.5951
5006.619,True,-4.471906,3.027653,2.807586,27.82329,188.4983,356.8534,0.0002563476,-0.0008075485,0.02626282,354.8863,183.8245,106.4316
5027.5636,True,-4.473399,3.026308,2.805918,28.2606,189.0167,357.1043,0.000280632,-0.0007744293,0.02639016,355.0017,183.0283,117.5995
5052.4972,True,-4.474859,3.024889,2.804709,28.71758,189.3793,357.427,0.0003628387,-0.0007564163,0.02640794,355.9189,182.6465,114.0874
5073.4532,True,-4.475922,3.023784,2.80368,29.17716,189.5808,357.6563,0.0004103317,-0.0007806701,0.02626499,356.1005,182.3064,118.8068
5095.3816,True,-4.476954,3.022748,2.802777,29.6038,189.7362,357.7917,0.0004686127,-0.0007395783,0.02631674,356.5725,182.1441,115.9506
5117.8296,True,-4.477988,3.022183,2.80165,29.8853,189.8858,357.7966,0.0004901886,-0.0007448731,0.02611989,357.5717,181.7359,108.8833
5140.7678,True,-4.479215,3.021792,2.800599,30.03636,189.9472,357.8422,0.0004986344,-0.0007435074,0.02606771,358.288,181.8567,85.35474
5161.7119,True,-4.480509,3.021471,2.799745,30.06565,189.9288,358.0229,0.0005185089,-0.0007036667,0.02613606,357.9726,181.4713,108.0669
5183.6531,True,-4.481716,3.020834,2.799358,30.13579,189.8425,358.018,0.000448616,-0.0007570419,0.02625314,357.1827,181.9005,112.0005
5205.5955,True,-4.48272,3.020272,2.798862,30.31499,189.7123,357.9028,0.0004482498,-0.0007583466,0.0262762,357.3494,182.0312,105.0776
5228.5338,True,-4.483903,3.019865,2.79826,30.43568,189.6324,357.8461,0.0004314728,-0.0007559814,0.02623608,357.3888,181.9083,107.6849
5252.4694,True,-4.485186,3.01955,2.797674,30.45119,189.6307,357.8737,0.0004171143,-0.0007505646,0.02624648,357.7571,181.9687,97.45183
5273.414,True,-4.486526,3.018646,2.79746,30.55522,189.5523,357.8236,0.000406517,-0.0007410431,0.02633889,357.825,181.9616,95.90669
5294.3871,True,-4.48778,3.017654,2.797561,30.8522,189.5193,357.7161,0.0003892212,-0.0007628098,0.02642522,357.8486,181.8825,97.62843
5318.294,True,-4.4887,3.016701,2.797558,31.1112,189.5462,357.555,0.0003848953,-0.0007699814,0.02636907,358.1449,182.0334,84.75098
5339.2408,True,-4.489662,3.015861,2.797705,31.27162,189.6217,357.3864,0.0003846512,-0.0007782593,0.02628423,358.1938,182.157,79.87904
5361.1828,True,-4.490391,3.015048,2.797919,31.47693,189.683,357.161,0.000387085,-0.0007820434,0.02627013,358.3313,181.9341,81.57166
5384.1212,True,-4.491271,3.014421,2.798235,31.60009,189.7466,357.0316,0.0003913879,-0.0007436371,0.02627229,358.4992,181.9071,76.39906
5405.4051,True,-4.492012,3.013789,2.798648,31.67784,189.8801,356.9701,0.0003946152,-0.0007456589,0.02623807,358.5108,181.979,73.92088
5428.8582,True,-4.492337,3.01298,2.7992,31.84089,190.0406,356.9423,0.0003986435,-0.0007536926,0.02620724,358.513,181.9966,73.35313
5451.7968,True,-4.492578,3.01229,2.799858,32.0125,190.1464,357.0258,0.0004132462,-0.000747612,0.02617695,358.5979,181.9873,70.406
5472.7417,True,-4.492642,3.011853,2.800164,32.08107,190.2355,357.1377,0.0004165649,-0.0007340393,0.02618253,358.5908,181.9619,71.37685
5495.6808,True,-4.492681,3.011348,2.800526,32.08441,190.3425,357.2389,0.0004229355,-0.0007335052,0.02618025,358.7357,181.8971,67.35921
5516.6242,True,-4.49275,3.010816,2.801028,32.16107,190.4712,357.2714,0.0004336777,-0.0007383042,0.02616568,358.8658,181.9917,59.31402
5538.5664,True,-4.492816,3.010154,2.801625,32.31501,190.6066,357.3226,0.0004386978,-0.000742485,0.02616568,359.004,181.8683,56.12362
5561.5046,True,-4.492959,3.010162,2.801633,32.33719,190.6233,357.3629,0.0004394455,-0.0007369995,0.02616087,358.9667,181.5403,67.70922
5573.4723,True,-4.493127,3.009848,2.801746,32.37734,190.7041,357.3987,0.0004392929,-0.0007352981,0.02615941,358.9898,181.5361,66.65632
5585.4402,True,-4.493364,3.00955,2.801854,32.41977,190.8018,357.4313,0.0004390106,-0.0007340012,0.02615418,358.9385,181.5136,70.08221
5597.4095,True,-4.493478,3.009187,2.801886,32.44434,190.918,357.4473,0.0004392471,-0.0007337265,0.02614674,358.9225,181.4387,73.66155
5610.8804,True,-4.493744,3.008824,2.8019,32.47627,191.0385,357.4576,0.0004399261,-0.0007340012,0.02614746,358.9744,181.4162,71.82381
5623.8456,True,-4.493934,3.008408,2.801867,32.50801,191.1374,357.4826,0.0004414139,-0.0007340012,0.02614326,359.0052,181.459,68.57403
5637.8084,True,-4.494261,3.00808,2.801912,32.56167,191.2157,357.5052,0.0004423447,-0.0007362823,0.02611073,359.1299,181.5612,58.26158
5651.2663,True,-4.494508,3.007691,2.801736,32.60303,191.3042,357.5486,0.000443367,-0.0007380142,0.02610422,359.1273,181.554,58.63155
5664.4413,True,-4.494829,3.007286,2.801535,32.64361,191.3749,357.5843,0.0004544983,-0.0007438888,0.02604283,358.9059,181.6817,66.09386
5676.4093,True,-4.495647,3.006139,2.800824,32.76706,191.6237,357.6585,0.0004622726,-0.0007431564,0.0260061,358.6343,181.9248,70.71085
5689.3752,True,-4.4958,3.006106,2.800696,32.76124,191.6574,357.6363,0.0004699249,-0.0007651215,0.0259594,359.0755,181.9847,49.94994
5701.3428,True,-4.496297,3.005672,2.800406,32.81687,191.7761,357.6292,0.0004880142,-0.0007668381,0.02596394,359.2608,182.0193,40.2091
5713.311,True,-4.497485,3.004384,2.799435,32.96315,192.1232,357.6561,0.0004901275,-0.0007668381,0.02597015,359.2595,182.3179,35.42972
5727.2736,True,-4.498474,3.003608,2.798604,33.09503,192.3781,357.6962,0.0004923172,-0.0007208175,0.02611789,359.248,183.002,28.12103
5752.2073,True,-4.500061,3.002988,2.797563,33.20872,192.5536,357.8312,0.0004972916,-0.0007006836,0.0261605,2.156377,183.9944,303.2892
5772.1535,True,-4.501643,3.002592,2.79612,33.27301,192.7123,357.9165,0.0005003662,-0.0006924515,0.02621246,2.824496,181.0822,221.9207
5796.0897,True,-4.503675,3.002161,2.794409,33.28136,192.8518,357.9473,0.0005070801,-0.0006755524,0.02623328,1.642598,178.7569,105.7644
5817.0336,True,-4.506032,3.001538,2.792912,33.32021,193.0469,357.9845,0.0005662155,-0.0005474625,0.02658444,1.860709,178.908,119.1883
5839.2477,True,-4.508643,3.000847,2.791577,33.50658,193.1227,357.9872,0.0005885773,-0.0005483322,0.02648622,2.280761,178.7953,124.3198
5862.1864,True,-4.511706,3.000121,2.790513,33.84625,193.2059,357.8943,4.595184E-05,-2.693939E-05,0.02724606,1.59202,183.1019,305.6718
5884.1271,False,-4.515062,2.999701,2.789384,34.06836,193.3633,357.8188,0,0,0,0,0,0
5905.5754,False,-4.518508,2.999564,2.788045,34.17231,193.5582,357.6594,0,0,0,0,0,0
5927.517,False,-4.522639,2.999176,2.78673,34.16543,193.7667,357.5104,0,0,0,0,0,0
5949.4583,False,-4.527095,2.99861,2.785414,34.17635,194.0272,357.471,0,0,0,0,0,0
5971.4281,True,-4.532229,2.997904,2.784226,34.24041,194.29,357.4732,-0.0006623459,-6.479645E-05,0.02652612,4.963362,192.172,315.7578
5995.3354,True,-4.537616,2.997221,2.783112,34.41634,194.5984,357.6226,-0.0006407089,-0.0001626205,0.02652766,4.765182,191.7256,315.884
6016.2794,True,-4.543183,2.996559,2.782111,34.58866,194.9143,357.8052,-0.0006231079,-0.0002301636,0.02652905,4.354843,191.1772,317.5307
6039.218,True,-4.549315,2.995663,2.781134,34.77416,195.2737,357.9973,-0.0006185608,-0.0002637024,0.0265365,4.646299,190.8361,313.684
6062.1569,True,-4.555562,2.994917,2.779913,34.97002,195.6591,358.1566,-0.0005957489,-0.0002702637,0.02651696,4.609042,190.4588,312.5299
6084.0987,True,-4.562361,2.994217,2.778733,35.14181,196.0304,358.2398,-0.0005771332,-0.0002674484,0.02651492,4.775405,190.1557,309.7226
6106.0395,True,-4.569401,2.993461,2.777472,35.26129,196.4258,358.3981,-0.0005459442,-0.0002667542,0.0265011,4.69798,189.7148,308.4667
6128.9788,True,-4.576903,2.992652,2.776438,35.33464,196.8327,358.6006,-0.0005146866,-0.0002634735,0.02650462,4.789071,189.5991,307.0504
6150.9189,True,-4.58485,2.991494,2.775385,35.27707,197.2931,358.7883,-0.0004936142,-0.0002672653,0.02651032,4.882737,188.9168,302.6593
6172.8614,True,-4.592877,2.990087,2.774103,35.17279,197.8111,358.9154,-0.0004767075,-0.000273201,0.02650776,4.699499,188.9135,304.4693
6194.8025,True,-4.601199,2.988737,2.772693,35.11879,198.4234,358.9222,-0.0004117889,-0.0002823944,0.02646873,4.758336,188.1141,299.278
6217.7411,True,-4.609624,2.987365,2.771411,35.28067,199.0565,358.9177,-0.0005365753,-0.0002490387,0.02651268,5.282454,189.7203,303.0382
6239.6829,True,-4.617941,2.985898,2.770364,35.52065,199.7453,358.9694,-0.0004953003,-0.0002752075,0.02652358,5.632485,188.8439,295.0774
6262.6409,True,-4.626213,2.984744,2.769271,35.61884,200.5004,359.0819,-0.0004170151,-0.0002845917,0.02641728,5.574982,188.1216,291.113
6282.568,True,-4.634365,2.983939,2.768006,35.65344,201.292,359.2614,-0.0003118668,-0.0003353271,0.02615733,5.674394,188.0455,289.655
6305.5349,True,-4.642033,2.983294,2.766448,35.61814,202.0791,359.4498,-0.0002375183,-0.0003063278,0.02622324,5.479453,187.2491,285.8617
6328.4449,True,-4.649166,2.98293,2.764863,35.66122,202.7272,359.5326,-0.000127861,-0.0003662262,0.02601262,5.553797,186.5811,279.6955
6349.3892,True,-4.655955,2.983252,2.762941,35.84417,203.3992,359.6705,-2.548218E-05,-0.0003330002,0.02606107,5.875165,186.1036,272.1889
6371.3306,True,-4.662599,2.984092,2.76071,36.01457,203.9755,359.787,2.053833E-05,-0.0003111343,0.02608156,6.447627,185.3606,259.4624
6395.2667,True,-4.668673,2.985088,2.758107,36.06947,204.4695,359.9114,0.0001121063,-0.0002965927,0.02609325,6.31379,184.6478,252.6913
6416.2106,True,-4.674461,2.986147,2.755169,36.09961,204.8429,359.9722,0.0001938782,-0.0002999954,0.02611882,6.560808,183.7373,239.2989
6440.1463,True,-4.67992,2.987119,2.752121,36.15681,205.191,0.008993432,0.0002290192,-0.0002848129,0.02620061,6.617497,183.3582,233.775
6462.0881,True,-4.679309,2.987267,2.751621,36.09392,205.0721,359.9747,0.0002872162,-0.0002967301,0.02617737,6.560808,182.7328,225.1899
6475.0532,True,-4.681721,2.987512,2.749733,36.06321,205.2307,359.9724,0.0003046646,-0.0002560806,0.02631041,6.261221,182.4713,223.0447
6488.0197,True,-4.684146,2.987718,2.747917,36.02838,205.3782,359.9597,0.000312912,-0.0002420959,0.02638588,6.049243,182.2147,220.1869
6500.9843,True,-4.686484,2.987804,2.746089,35.99171,205.5214,359.9496,0.0003473129,-0.0002145157,0.02654955,5.934411,182.0658,218.358
6513.9485,True,-4.688709,2.987917,2.744097,35.94503,205.645,359.9276,0.0003543854,-0.0001992264,0.02660236,5.81489,181.906,216.2703
6526.9147,True,-4.691002,2.988001,2.742179,35.89918,205.7716,359.918,0.0003769531,-0.0001932526,0.02660467,5.758963,181.7447,213.6844
6539.8799,True,-4.692929,2.988011,2.739972,35.84972,205.8842,359.8913,0.0003883743,-0.000202919,0.0265753,5.887094,181.7025,212.2347
6553.8425,True,-4.698821,2.988024,2.733553,35.71154,206.2243,359.809,0.0004119797,-0.0002499085,0.0264698,5.650047,181.7066,213.5904
6566.292,True,-4.698534,2.987777,2.733532,35.6949,206.1644,359.7777,0.0004273758,-0.0002848816,0.02642368,5.633203,181.3717,207.3515
6579.311,True,-4.700057,2.987495,2.731379,35.62998,206.2318,359.7283,0.0004321213,-0.0002878113,0.0264265,5.531895,181.3756,207.9102
6591.2794,True,-4.701198,2.98715,2.72908,35.55968,206.2852,359.6515,0.0004408188,-0.0002930222,0.02642397,5.286974,181.3517,208.6651
6603.2477,True,-4.705087,2.986265,2.72233,35.36843,206.4798,359.4527,0.0004447784,-0.0002943268,0.02641863,5.08108,181.3246,209.2063
6617.2101,True,-4.706667,2.985565,2.717776,35.29279,206.5503,359.2726,0.000454216,-0.0003099213,0.0263849,4.945354,181.1829,206.8896
6638.1829,True,-4.707186,2.984998,2.713516,35.40886,206.607,359.0407,0.0004729309,-0.0003695221,0.02631355,5.410108,181.0865,202.6954
6661.092,True,-4.706784,2.984694,2.709927,35.51402,206.7212,358.8794,0.0004925919,-0.0004174499,0.02632557,5.41755,180.7591,195.9417
6684.0695,True,-4.70602,2.985658,2.70615,35.63324,206.8816,358.8174,0.0005015793,-0.0002705612,0.02654884,4.523367,180.3198,188.0851
6706.9703,True,-4.70445,2.98755,2.702274,35.67824,207.0004,358.8513,0.0005134964,-0.0002301636,0.02652811,5.147561,180.2868,186.3742
6726.9168,True,-4.702494,2.99036,2.69841,35.43273,207.0326,359.0474,0.0007935867,0.0003053207,0.02730766,5.35691,177.4742,129.5367
6749.8557,False,-4.700038,2.99413,2.694008,34.86662,206.8238,359.3879,0,0,0,0,0,0
6771.7969,False,-4.697433,2.998193,2.689533,34.11463,206.3408,359.7556,0,0,0,0,0,0
6795.7331,False,-4.694088,3.002166,2.684576,33.25614,205.5788,0.06204206,0,0,0,0,0,0
6815.6796,False,-4.690763,3.005655,2.679665,32.41736,204.773,0.2505706,0,0,0,0,0,0
6838.6184,False,-4.686735,3.008794,2.67466,31.59364,203.7953,0.2821583,0,0,0,0,0,0
6860.5589,False,-4.682747,3.011542,2.669821,30.9076,202.7392,0.2360048,0,0,0,0,0,0
6883.529,True,-4.678418,3.013834,2.664691,30.21595,201.6419,0.1696504,0.001951637,0.0004061737,0.02670785,13.64444,167.0062,92.82362
6905.4396,True,-4.674145,3.015592,2.659629,29.60124,200.5126,0.06208162,0.001851418,0.0003019028,0.02665672,12.00222,167.4863,87.59138
6927.4124,True,-4.669825,3.017113,2.654564,29.09923,199.4422,0.007375678,0.00170359,0.0001856766,0.02662476,11.48474,168.9476,92.21204
6949.8289,True,-4.665773,3.018396,2.649746,28.6137,198.4741,359.9849,0.001598396,0.000147049,0.02660137,10.93272,169.4778,92.20531
6973.7647,True,-4.661871,3.019728,2.644516,28.00344,197.5388,359.9752,0.001455627,8.988952E-05,0.02657375,10.32236,170.3498,93.87438
6995.7069,True,-4.657845,3.021193,2.638991,27.26713,196.5063,359.939,0.001378754,8.285522E-05,0.02657199,9.567177,171.8455,99.15118
7015.6528,True,-4.653597,3.022516,2.633504,26.5289,195.3511,359.8,0.001316254,9.932709E-05,0.02667445,8.415893,172.3658,95.59517
7039.3047,True,-4.649187,3.023355,2.62875,25.96216,194.0991,359.596,0.001643341,-8.570862E-05,0.02659036,8.090432,168.5659,70.47414
7060.2489,True,-4.644649,3.024041,2.624277,25.58355,192.7394,359.4373,0.001671921,-0.0002191696,0.02655416,7.033435,169.351,66.80192
7084.1846,True,-4.640201,3.025015,2.619833,25.15602,191.179,359.2301,0.00156852,-0.0002705231,0.02635133,6.305838,170.5247,67.22046
7106.1259,True,-4.635825,3.025914,2.615417,24.68889,189.7816,359.0746,0.001459572,-0.0001275024,0.02687651,5.779088,171.4854,68.27888
7128.0707,True,-4.631846,3.026395,2.611329,24.28625,188.652,359.0202,0.001260277,-0.0001261749,0.02710771,5.489032,173.0463,76.54741
7150.254,True,-4.628225,3.027118,2.607205,23.93445,187.4566,359.0551,0.001082115,-0.0002615356,0.02664393,4.770555,174.3292,80.13046
7171.1988,True,-4.624706,3.027524,2.603143,23.70155,186.1776,359.0862,0.000996849,-0.0002873764,0.02664062,4.358379,174.8823,80.82718
7193.1687,True,-4.621946,3.027951,2.599387,23.65446,185.0161,359.0909,0.0008322906,-0.0003375855,0.02656068,3.829879,176.1243,89.31787
7216.0782,True,-4.619788,3.028428,2.595291,23.58909,184.0488,359.0848,0.0006418839,-0.0002932281,0.02658985,3.553862,177.3551,106.6918
7239.0164,True,-4.618015,3.028923,2.59106,23.4794,183.1989,359.0579,0.000522934,-0.0002994461,0.0265403,3.362378,178.1189,121.5581
7260.9583,True,-4.616763,3.029633,2.586716,23.47096,182.3957,359.1303,0.0004021988,-0.0003402481,0.02644206,3.369372,178.8098,141.0977
7281.9026,True,-4.616171,3.030568,2.582544,23.5074,181.6673,359.2186,0.0003388977,-0.0003514328,0.02641448,3.225016,179.6075,166.1245
7305.8383,True,-4.616605,3.031626,2.578297,23.4501,181.084,359.3469,0.0002222366,-0.0003389053,0.02643089,3.307592,180.5885,200.1708
7326.6508,True,-4.617113,3.032491,2.573704,23.29847,180.4858,359.4955,0.000508522,-0.0002585678,0.02662916,3.063996,177.5616,102.9785
7348.6211,True,-4.618126,3.032383,2.573649,23.27182,180.4653,359.5027,0.001203148,-0.0002026291,0.02685944,4.067255,171.336,50.22894
7361.5574,True,-4.618299,3.032669,2.571191,23.21057,179.9474,359.469,0.001678329,-0.0002877808,0.02669849,4.059458,167.0039,34.56703
7375.1074,True,-4.618597,3.032928,2.568776,23.1315,179.2729,359.3333,0.001714638,-0.000308075,0.02665798,4.110265,168.0641,37.89071
7388.0801,True,-4.618905,3.033137,2.566158,23.04589,178.5515,359.0767,0.001707558,-0.0002956696,0.02665781,3.808839,168.3351,36.06137
7401.0441,True,-4.619226,3.0334,2.563456,22.97634,177.9068,358.8254,0.001604485,-0.0003040848,0.02659763,3.847064,168.9447,38.2769
7414.0098,True,-4.619783,3.033628,2.560861,22.8949,177.3127,358.5771,0.001537231,-0.0003100357,0.0266039,3.506701,169.3184,36.26149
