timestamp,ticksSince1970 (100ns),actionId,position.x,position.y,position.z,rotation.x,rotation.y,rotation.z
0.1879773,16394915849690782,3,0.7900717,0.6518337,-0.3814989,2.497126,186.6771,75.17192
0.2002776,16394915849810466,0,0.8224154,1.272533,-0.257382,306.0534,180.302,17.47143
0.2002776,16394915849810466,2,0.7847139,0.5991535,-0.3738848,43.19556,260.6286,56.50711
0.2002776,16394915849810466,3,0.7900717,0.6518331,-0.3814988,2.497636,186.6772,75.17177
0.2124232,16394915849930146,0,0.822433,1.272599,-0.2573411,306.0555,180.2765,17.50446
0.2124232,16394915849930146,2,0.7847146,0.599152,-0.3738844,43.1971,260.6285,56.5059
0.2124232,16394915849930146,3,0.7900715,0.6518331,-0.3814988,2.497646,186.6774,75.17178
0.2251359,16394915850059801,0,0.8224311,1.272597,-0.2573445,306.0553,180.2662,17.51357
0.2251359,16394915850059801,2,0.7847156,0.5991502,-0.3738847,43.19889,260.6277,56.5048
0.2251359,16394915850059801,3,0.7900715,0.6518332,-0.3814988,2.497661,186.6774,75.17137
0.2380602,16394915850189459,0,0.8224196,1.272588,-0.2573578,306.0425,180.2891,17.48688
0.2380602,16394915850189459,2,0.7847162,0.5991491,-0.3738849,43.2,260.6273,56.50457
0.2380602,16394915850189459,3,0.7900714,0.6518328,-0.3814987,2.498188,186.6776,75.17091
0.2511067,16394915850319106,0,0.8224077,1.272589,-0.2573664,306.0353,180.3151,17.45244
0.2511067,16394915850319106,2,0.7847167,0.5991482,-0.3738852,43.20089,260.627,56.50463
0.2511067,16394915850319106,3,0.7900718,0.6518326,-0.3814986,2.498322,186.6773,75.17103
